username;tweet;remove_user;value
zeinfazri;@linkaja Selama pandemi dapet hobi baru main sepeda bareng temen temen untuk beli part dan upgrade sepeda nya bisa bayar pakai @linkaja    tanpa ribet 💯 jadi gak bingung lagi ketika #dirumahaja bisa berolahraga cardio setiap saat🙌 #lengkapnyauntukse; Selama pandemi dapet hobi baru main sepeda bareng temen temen, untuk beli part dan upgrade sepeda nya bisa bayar pakai linkaja   tanpa ribet jadi gak bingung lagi ketika #dirumahaja bisa berolahraga cardio setiap saat🙌 #lengkapnyauntuksemua #PengalamanBaru;positif
pauskentuut;@linkaja di masa pandemi ini aku banyak menghabiskan waktu #dirumahaja dan banyak mengisi waktu luang dgn membaca buku dan belajar memasak sesekali jg olahraga pagi. Dgn pake @linkaja ini sgt membantu aku dan keluargaku untuk mempermudah pembayaran melalu; di masa pandemi ini aku banyak menghabiskan waktu #dirumahaja dan banyak mengisi waktu luang dgn membaca buku dan belajar memasak, sesekali jg olahraga pagi. Dgn pake linkaja  ini sgt membantu aku dan keluargaku untuk mempermudah pembayaran melalui online. #lengkapnyauntuksemua;positif
komalad5;@linkaja Pandemi menuntut perubahan selain harus #dirumahaja juga menuntut untuk lebih kreatif dan menjaga kesehatan dengan olah raga melakukan transaksi menggunakan @linkaja juga mengurangi resiko penularan #PengalamanBaru  #lengkapnyauntuksemua; Pandemi menuntut perubahan selain harus #dirumahaja juga menuntut untuk lebih kreatif dan menjaga kesehatan dengan olah raga, melakukan transaksi menggunakan linkaja juga mengurangi resiko penularan #PengalamanBaru  #lengkapnyauntuksemua;positif
trufflebudd;@linkaja Selama pandemi dan #dirumahaja  aku jadi punya pengalaman baru. Aku mulai belajar masak terutama masak kue. Aku beli bahan masak online dan bayar lewat @linkaja #PengalamanBaru #lengkapnyauntuksemua; Selama pandemi dan #dirumahaja , aku jadi punya pengalaman baru. Aku mulai belajar masak, terutama masak kue. Aku beli bahan masak online dan bayar lewat  linkaja #PengalamanBaru #lengkapnyauntuksemua;positif
sukacleo;@linkaja Selama pandemi membuat intensitas di dalam rumah lebih lama belajar menulis baca buku dan masih banyak manfaat lainnya. Apalagi @linkaja yang bermanfaat buat semua transaksi. #LengkapnyaUntukSemua #PengalamanBaru; Selama pandemi membuat intensitas di dalam rumah lebih lama, belajar menulis, baca buku, dan masih banyak manfaat lainnya. Apalagi linkaja yang bermanfaat buat semua transaksi. #LengkapnyaUntukSemua #PengalamanBaru;positif
wagimanstory;@linkaja Selama pandemi dan #dirumasaja  jadi banyak hal dan pengalaman baru yang aku dapat seperti belajar memasak  membaca buku dan banyak kegiatan lainnya bersama keluarga. Dan segala ativitas pembayaran online lewat app @linkaja. #pengalamanbaru #leng; Selama pandemi dan #dirumasaja  jadi banyak hal dan pengalaman baru yang aku dapat, seperti belajar memasak , membaca buku dan banyak kegiatan lainnya bersama keluarga. Dan segala ativitas pembayaran online lewat app linkaja. #pengalamanbaru #lengkapnyauntuksemua;positif
adtyrzk05;@linkaja Sejak pandemi ini saya belajar bisnis online dan itu merupakan pengalaman baru saya hasilnya sangat bagus untuk menambah uang jajan saya uang hasil bisnis itu saya simpan lewat aplikasi @linkaja Karena mudah untuk membantu pembayaran saya. #lengk; Sejak pandemi ini saya belajar bisnis online dan itu merupakan pengalaman baru saya hasilnya sangat bagus untuk menambah uang jajan saya, uang hasil bisnis itu saya simpan lewat aplikasi linkaja Karena mudah untuk membantu pembayaran saya. #lengkapnyauntuksemua  #PengalamanBaru;positif
imamsutono_;@linkaja Biasanya sebelum pandemi sering jalan jalan tapi sekarang uang jajan bisa disisihin buat investasi masa depan. Dan investasinya bisa banget di @linkaja  ya kan :D  #lengkapnyauntuksemua #PengalamanBaru; Biasanya sebelum pandemi sering jalan jalan, tapi sekarang uang jajan bisa disisihin buat investasi masa depan. Dan investasinya bisa banget di linkaja , ya kan :D  #lengkapnyauntuksemua #PengalamanBaru;positif
zaidanso;@linkaja daan sejak pandemi ini tepatnya di 2021 aku mulai pakai linkaja dan jadi keterusan deh sampe sekarang; daan sejak pandemi ini tepatnya di 2021 aku mulai pakai linkaja dan jadi keterusan deh sampe sekarang;positif
saputri_nasih;@linkaja Selama pandemi ini dan #dirumahaja jadi banyak hal dan pengalaman baru yang saya dapat seperti membaca buku belajar memasak dan banyak kegiatan lainnya bersama keluarga. Dan segala aktivitas pembayaran online lewat app @linkaja  #pengalamanbaru #; Selama pandemi ini dan #dirumahaja jadi banyak hal dan pengalaman baru yang saya dapat seperti membaca buku, belajar memasak dan banyak kegiatan lainnya bersama keluarga. Dan segala aktivitas pembayaran online lewat app linkaja #pengalamanbaru #lengkapnyauntuksemua;positif
imel_imel_an;@linkaja Untung banged dah uda punya LinkAja sebelum pandemi. Jadi meski #DirumahAja bisa Bayar listrik PDAM pulsa hp tv kabel ampe pasar onlen cukup dikamar bahkan lagi ditoilet karena pake LinkAja lewat hp..😀  #lengkapnyauntuksemua #pengalamanbaru  @; Untung banged dah uda punya LinkAja sebelum pandemi. Jadi meski #DirumahAja bisa Bayar listrik, PDAM, pulsa hp, tv kabel ampe pasar onlen cukup dikamar bahkan lagi ditoilet karena pake LinkAja lewat hp..😀  #lengkapnyauntuksemua #pengalamanbaru  ;positif
nandaaulianr_;@linkaja Sejak pandemi ini jadi ngerubah pola hidup yang harus diiringin makan makanan sehat dan olahraga. Belum lagi menjalankan protokol kesehatan salah satunya meminimalisir penggunaan uang cash jadi punya beberapa e-money termasuk @linkaja . #lengkapn; Sejak pandemi ini, jadi ngerubah pola hidup yang harus diiringin makan makanan sehat dan olahraga. Belum lagi, menjalankan protokol kesehatan, salah satunya meminimalisir penggunaan uang cash, jadi punya beberapa e-money, termasuk linkaja. #lengkapnyauntuksemua #pengalamanbaru;positif
fdlheka;@linkaja Linkaja mempermudah saya membeli kuota di masa pandemi initidak perlu keluar rumah dan dapat melalui mobile banking pembayarannyaSELAMAT HARI RAYA IMLEK! #LengkapnyaUntukSemua; Linkaja mempermudah saya membeli kuota di masa pandemi ini,tidak perlu keluar rumah dan dapat melalui mobile banking pembayarannya,SELAMAT HARI RAYA IMLEK! #LengkapnyaUntukSemua;positif
asepsun12;@linkaja Saya baru menggunakan aplikasi ini dan sangat membantu saat  pandemi seperti ini .dengan aplikasi linkaja saya bisa melakukan pembayaran apa saja tanpa keluar rumah.mudahpratktis dan cepat... Terimakasih @linkaja😘 #PengalamanBaru  ##lengkapnya; Saya baru menggunakan aplikasi ini dan sangat membantu saat  pandemi seperti ini .dengan aplikasi linkaja saya bisa melakukan pembayaran apa saja tanpa keluar rumah.mudah,pratktis dan cepat... Terimakasih 😘 #PengalamanBaru  ##lengkapnyauntuksemua ;positif
kingipulll;@linkaja @linkaja dimasa pandemi gini sulit buat kemana mana mau transaksi langsung takut kena corona untung ada LinkAja sebagai solusi yg cepat tepat dan bermanfaat #LinkAja #lengkapnyauntuksemua #PengalamanBaru;  dimasa pandemi gini sulit buat kemana mana, mau transaksi langsung takut kena corona, untung ada LinkAja sebagai solusi yg cepat tepat dan bermanfaat #LinkAja #lengkapnyauntuksemua #PengalamanBaru;positif
yunyuniii;@linkaja Belajar masak jadi #PengalamanBaru  buat aku di tengah pandemi inibayar belanjaan pake link aja bener-bener bikin mudah semuanya #lengkapnyauntuksemua; Belajar masak jadi #PengalamanBaru  buat aku di tengah pandemi ini,bayar belanjaan pake link aja bener-bener bikin mudah semuanya #lengkapnyauntuksemua;positif
kyukkkkyu;@linkaja Di Pandemi ini gilak sih makin sering naik sepedandan juga membaca buku. Apalagi juga kalo belanja-belanja pake @linkaja jadi makin gampang banget. Mantap !! #PengalamanBaru #lengkapnyauntuksemua; Di Pandemi ini gilak sih makin sering naik sepedandan juga membaca buku. Apalagi juga kalo belanja-belanja pake linkaja jadi makin gampang banget. Mantap !! #PengalamanBaru #lengkapnyauntuksemua;positif
ibukosbaik_;@linkaja Pengen deh bisa belajar masak lagi karena di masa pandemi jd kurang ada kegiatan dirumah huhu tapi bahan udh pd menipis. Dan untungnya ada link aja bisa bayar e-commerce tanpa ribet. #PengalamanBaru #LengkapnyaUntukSemua @linkaja; Pengen deh bisa belajar masak lagi karena di masa pandemi jd kurang ada kegiatan dirumah huhu, tapi bahan udh pd menipis. Dan untungnya ada link aja, bisa bayar e-commerce tanpa ribet. #PengalamanBaru #LengkapnyaUntukSemua ;positif
mbaknyabangtan;@linkaja Selama pandemi ini makan makanan sehat membantu banget buat kesehatan tubuh. Terima kasih link aja sudah menjadi aplikasi yang membantu untuk semua 🙏  #PengalamanBaru #LengkapUntukSemua; Selama pandemi ini makan makanan sehat membantu banget buat kesehatan tubuh. Terima kasih link aja sudah menjadi aplikasi yang membantu untuk semua 🙏  #PengalamanBaru #LengkapUntukSemua;positif
mboiscak;@linkaja Berkat promo kuota di @linkaja aku jadi bisa belajar masak setiap hari selama pandemi lewat tutorial di youtube  #PengalamanBaru  #lengkapnyauntuksemua @linkaja; Berkat promo kuota di  aku jadi bisa belajar masak setiap hari selama pandemi lewat tutorial di youtube  #PengalamanBaru  #lengkapnyauntuksemua ;positif
febritaayu;@linkaja Imlek sebentar lagi. Saatnya bagi2 angpao nih. Meski pandemi tetep bisa berbagi angpao virtual lewat @linkaja . Cocok sekali kan prokes tetap terjaga tapi angpao tetap dikasihkan 😊 #PengalamanBaru #LengkapnyaUntukSemua @linkaja; Imlek sebentar lagi. Saatnya bagi2 angpao nih. Meski pandemi, tetep bisa berbagi angpao virtual lewat  . Cocok sekali kan, prokes tetap terjaga tapi angpao tetap dikasihkan 😊 #PengalamanBaru #LengkapnyaUntukSemua ;positif
sugunru;@linkaja Selama masa pandemi aku jadi suka banget workout/olahraga pagi buat nambah tinggi hehehaku juga suka banget belajar masak dessert beli bahan bahannya cukup dari marketplace dan bayar pake linkaja pokoknya praktis dehh #PengalamanBaru #LengkapnyaU; Selama masa pandemi, aku jadi suka banget workout/olahraga pagi buat nambah tinggi heheh,aku juga suka banget belajar masak dessert, beli bahan bahannya cukup dari marketplace dan bayar pake linkaja pokoknya praktis dehh #PengalamanBaru #LengkapnyaUntukSemua ;positif
sholihanadia;@linkaja Pas lagi ada kelas online dan tiba2 paketan habis ditengah kelas itu menyusahkan untung ada link aja jadi bisa beli pulsa cepet dan ga ribet. Mantap deh aplikasi ini terlebih saat pandemi gini jadi bisa meminimalisir keluar rumah.  #pengalamanbar; Pas lagi ada kelas online dan tiba2 paketan habis ditengah kelas itu menyusahkan, untung ada link aja jadi bisa beli pulsa cepet dan ga ribet. Mantap deh aplikasi ini, terlebih saat pandemi gini jadi bisa meminimalisir keluar rumah.  #pengalamanbaru #lengkapnyauntuksemua ;positif
mrcrown47356914;@linkaja Banyak banget aktifitas yang akhirnya dilakukan #DiRumahAja karena pandemi Bersepeda jadi aktifitas baru aku selama pandemi. Terima kasih buat @linkaja udah memudahkan transaksi melalui Smartphone. #pengalamanbaru #lengkapnyauntuksemua; Banyak banget aktifitas yang akhirnya dilakukan #DiRumahAja karena pandemi, Bersepeda jadi aktifitas baru aku selama pandemi. Terima kasih buat linkaja udah memudahkan transaksi melalui Smartphone. #pengalamanbaru #lengkapnyauntuksemua;positif
fyan90;@linkaja Selama pandemi ini hampir tiap hari selalu menjaga imunitas tubuh dengan olahraga pagi dan berjemur selain itu untuk keperluan pembayaran saya sangat mengandalkan @linkaja karna sangat lengkap sekali fiturnya #pengalamanbaru #lengkapnyauntuksemua; Selama pandemi ini hampir tiap hari selalu menjaga imunitas tubuh dengan olahraga pagi dan berjemur, selain itu untuk keperluan pembayaran saya sangat mengandalkan  karna sangat lengkap sekali fiturnya #pengalamanbaru #lengkapnyauntuksemua;positif
lievaniaa;Pandemi kaya gini emang enak banget tuh bayar apapun di rumah ajah ku kasih tau ya guys cukup di rumah aja pakai @linkaja HEMAT waktu juga guys #LengkapnyaUntukSemua  https://t.co/xJxxczLU25;Pandemi kaya gini emang enak banget tuh bayar apapun di rumah ajah, ku kasih tau ya guys cukup di rumah aja pakai linkaja HEMAT waktu juga guys #LengkapnyaUntukSemua  https://t.co/xJxxczLU25;positif
ibu151;@linkaja Bukannya promo kemudahan tinggal di rumah malah ngajak jalan2 di tengah pandemi. Kalo udah g pandemi jadinya ngajakin macet2in jalan. Saran ya Min perbaiki ide promosinya...;linkaja Bukannya promo kemudahan tinggal di rumah, malah ngajak jalan2 di tengah pandemi. Kalo udah g pandemi, jadinya ngajakin macet2in jalan. Saran ya Min, perbaiki ide promosinya...;negatif
abbas_hervinda;@linkaja Pengalaman baru menggunakan LinkAja selama masa pandemi #lengkapnyauntuksemua #PengalamanBaru @linkaja; Pengalaman baru menggunakan LinkAja selama masa pandemi #lengkapnyauntuksemua #PengalamanBaru ;positif
billyluista;@linkaja Aku selalu males keluar rumah apalagi saat pandemi. Tapi karena nggak punya E-banking aku jadi harus ke ATM. Tapi dengan adanya @linkaja aku merasa sangat terbantu sekaligus menjadi pengalaman baru bertransaksi secara mudah dan cepat. #lengkapnya; Aku selalu males keluar rumah, apalagi saat pandemi. Tapi karena nggak punya E-banking aku jadi harus ke ATM. Tapi dengan adanya linkaja aku merasa sangat terbantu, sekaligus menjadi pengalaman baru bertransaksi secara mudah dan cepat. #lengkapnyauntuksemua #pengalamanbaru;positif
dekkiki5;@linkaja Bagus banget kak saya akhir akhir ini sangat suka banget dengan #linkaja  Pas banget untuk pandemi Covid #PengalamanBaru #lengkapnyauntuksemua #dirumahaja; Bagus banget kak, saya akhir akhir ini sangat suka banget dengan #linkaja  Pas banget untuk pandemi Covid #PengalamanBaru #lengkapnyauntuksemua #dirumahaja;positif
kabelkuningg;@linkaja Pas banget untuk aku yang sering males keluar rumah apalagi waktu pandemi gini daan kerennya lagi dapet cashback #PengalamanBaru #LengkapnyaUntukSemua @linkaja; Pas banget untuk aku yang sering males keluar rumah apalagi waktu pandemi gini daan kerennya lagi dapet cashback #PengalamanBaru #LengkapnyaUntukSemua ;positif
mohsony4;@linkaja Pandemi gini tetap produktif lah  Belajar Foto  Olahraga Pagi  dan pastinya Ngerjain tugas kampus dong dan kebantu dengan paket internet murah dari @linkaja #PengalamanBaru #LengkapnyaUntukSemua; Pandemi gini tetap produktif lah , Belajar Foto , Olahraga Pagi , dan pastinya Ngerjain tugas kampus dong dan kebantu dengan paket internet murah dari linkaja #PengalamanBaru #LengkapnyaUntukSemua;positif
tohamuhammad19;@linkaja Saat pandemi ini semua kegiatan dirumahkan termasuk belajar  dan pada saat kuota habis dengan aplikasi @Linkaja bisa lebih gampang dan cepat mengisi kuota dan tak perlu keluar rumah dan juga jadi pengalaman baru Dengan berbianis online  #lengkapn; Saat pandemi ini semua kegiatan dirumahkan termasuk belajar,  dan pada saat kuota habis dengan aplikasi Linkaja bisa lebih gampang dan cepat mengisi kuota dan tak perlu keluar rumah dan juga jadi pengalaman baru Dengan berbianis online  #lengkapnyauntuksemua  #PengalamanBaru;positif
biscuitspanda;@linkaja Pengalaman selama #dirumahaja jadi lebih sering berolahraga dan bersih-bersih rumah karna untuk meluangkan waktu.Disaat pandemi seperti sekarang takut untuk keluar rumah tapi semenjak pakai aplikasi @linkaja semuanya jadi mudah. #lengkapnyauntuks; Pengalaman selama #dirumahaja jadi lebih sering berolahraga dan bersih-bersih rumah karna untuk meluangkan waktu.Disaat pandemi seperti sekarang takut untuk keluar rumah tapi semenjak pakai aplikasi linkaja semuanya jadi mudah. #lengkapnyauntuksemua #PengalamanBaru;positif
dengdex;@linkaja mempermudah segala urusan di saat pandemi isi pulsa token jadi ga perlu ke minimarket udah gitu ada cashback nya lagi kalo bisa perbanyak lagi cashback nya 😅  #lengkapnyauntuksemua  #PengalamanBaru;linkaja mempermudah segala urusan di saat pandemi, isi pulsa token jadi ga perlu ke minimarket udah gitu ada cashback nya lagi, kalo bisa perbanyak lagi cashback nya 😅  #lengkapnyauntuksemua  #PengalamanBaru;positif
michaelarri1;@linkaja Selama pandemi menggunakan link aja lbih menguntungkan karena tidak cape #lengkapnyauntuksemua #PengalamanBaru  @linkaja; Selama pandemi menggunakan link aja lbih menguntungkan karena tidak cape #lengkapnyauntuksemua #PengalamanBaru  ;positif
syafak_08;@linkaja Selama pandemi saya lebih mudah melakukan transaksi dari rumah dan tdk perlu keluar rumah  #PengalamanBaru #LengkapnyaUntukSemua #linkaja; Selama pandemi saya lebih mudah melakukan transaksi dari rumah dan tdk perlu keluar rumah  #PengalamanBaru #LengkapnyaUntukSemua #linkaja;positif
alfiannoorrully;@linkaja Selama pandemi banyak memunculkan gagasan ide baru untuk berusaha lebih lagi buat kemajuan usaha yg sedang di rintis untung dipermudah dengan adanya @linkaja transfer pun cepat urusannya #PengalamanBaru #lengkapnyauntuksemua  #linkaja; Selama pandemi linkaja banyak memunculkan gagasan ide baru untuk berusaha lebih lagi buat kemajuan usaha yg sedang di rintis, untung dipermudah dengan adanya  transfer pun cepat urusannya #PengalamanBaru #lengkapnyauntuksemua  #linkaja;positif
saya41567840;@linkaja  Suka banget dengan aplikasi ini semakin mudah di era digital dan saat pandemi seperti ini serba mudah #PengalamanBaru  #lengkapnyauntuksemua @linkaja;  Suka banget dengan aplikasi ini, semakin mudah di era digital dan saat pandemi seperti ini, serba mudah #PengalamanBaru  #lengkapnyauntuksemua ;positif
murnisukabiru;@linkaja Pandemi ini membuat aq #dirumahaja  bekerja online merupakan #PengalamanBaru buat aku karena @linkaja aku bisa bertransaksi online dengan mudah  aplikasi yang mempunyai fitur banyak maka #lengkapnyauntuksemua 😍; Pandemi ini membuat aq #dirumahaja , bekerja online merupakan #PengalamanBaru buat aku, karena linkaja aku bisa bertransaksi online dengan mudah , aplikasi yang mempunyai fitur banyak maka #lengkapnyauntuksemua 😍;positif
apuje2;"@linkaja Selama pandemi semua dilakukan dirumah.. jadi suka baca buku.. untung pembayaran"" online bisa dilakukan di @linkaja jadi ga perlu keluar rumah #PengalamanBaru #lengkapnyauntuksemua";" Selama pandemi semua dilakukan dirumah.. jadi suka baca buku.. untung pembayaran"" online bisa dilakukan di linkaja jadi ga perlu keluar rumah #PengalamanBaru #lengkapnyauntuksemua";positif
jamaisvu_sky;@linkaja pengalamanya selama pandemi ini saya mendownload Aplikasi LinkAjamembuat segala kesusahan menjadi mudah seperti contoh melakukan transfer uang #lengkapnyauntuksemua  #PengalamanBaru @linkaja; pengalamanya selama pandemi ini saya mendownload Aplikasi LinkAja,membuat segala kesusahan menjadi mudah seperti contoh melakukan transfer uang #lengkapnyauntuksemua  #PengalamanBaru ;positif
nhrrrrrri;@linkaja Ga nyangka ya dari satu aplikasi kita bisa melakukan semuanya salahsatunya buat kita yang ingin makan makanan sehat di era pandemi seperti ini membayar gofood pake @linkaja jadi mudah tanpa takut terpapar virus ini merupakan #PengalamanBaru dan y; Ga nyangka ya, dari satu aplikasi kita bisa melakukan semuanya, salahsatunya buat kita yang ingin makan makanan sehat di era pandemi seperti ini membayar gofood pake  jadi mudah tanpa takut terpapar virus ini merupakan #PengalamanBaru dan yang pasti #LengkapnyaUntukSemua;positif
rickysi95745641;Di masa Pandemi ini gue bosan di rumah dan mulai membaca bukubelajar fotobelajar masakbahkan gemar olahraga seperti sepeda.Untuk urusan bayar2 saya tidak repot karena ada @linkaja yang bisa akses kemana aja. #pengalamanbaru  #lengkapnyauntuksemua;Di masa Pandemi ini gue bosan di rumah dan mulai membaca buku,belajar foto,belajar masak,bahkan gemar olahraga seperti sepeda.Untuk urusan bayar2 saya tidak repot karena ada linkaja yang bisa akses kemana aja. #pengalamanbaru  #lengkapnyauntuksemua;positif
punkmonk14;@linkaja Pandemi banyak waktu luangsaya memutuskan untuk bisnis hewan peliharaanmeskipun susah di awal awal alhamdullilah mulai naik omset penjualandan untuk pembayaran listrik kandang saya menggunakan @linkaja lebih enak aja pake nya ga ribet.  #Pengalam; Pandemi banyak waktu luang,saya memutuskan untuk bisnis hewan peliharaan,meskipun susah di awal awal alhamdullilah mulai naik omset penjualan,dan untuk pembayaran listrik kandang saya menggunakan linkaja lebih enak aja pake nya ga ribet.  #PengalamanBaru #lengkapnyauntuksemua;positif
asepsun12;@linkaja #PengalamanBaru di masa pandemi ini saya mengunakan @linkaja membuat semua jadi mudah dan episien tak perlu melakukan keluar rumah dan kita hanya cukup cari di sini dengan satu kali klik kita bisa menjelajahi apa saja yang kita cari #dirumahaja  ; #PengalamanBaru di masa pandemi ini saya mengunakan linkaja membuat semua jadi mudah dan episien tak perlu melakukan keluar rumah dan kita hanya cukup cari di sini dengan satu kali klik kita bisa menjelajahi apa saja yang kita cari #dirumahaja  #lengkapnyauntuksemua ;positif
nnaxf;@linkaja Pandemi gini bikin banyak waktu #dirumahaja dan juga ngasih pengalaman yang ga akan dilupain. Apalagi sekarang jadi suka masak karna pandemi apalagi jadi gampang kalo mau beli apa aja atau top up pake @linkaja. #PengalamanBaru #LengkapnyaUntukSem; Pandemi gini bikin banyak waktu #dirumahaja dan juga ngasih pengalaman yang ga akan dilupain. Apalagi sekarang jadi suka masak karna pandemi, apalagi jadi gampang kalo mau beli apa aja atau top up pake linkaja. #PengalamanBaru #LengkapnyaUntukSemua;positif
trustyraaaaa;@linkaja selama pandemi ini aku banyak melakukan aktivitas rumah seperti memasak mendekor kamar merapikan kamar dan tidak lupa juga berolahraga. tak kalah menarik aku juga menggunakan aplikasi @linkaja untuk melakukan pembayaran online. #PengalamanBaru #l; selama pandemi ini aku banyak melakukan aktivitas rumah seperti memasak, mendekor kamar, merapikan kamar dan tidak lupa juga berolahraga. tak kalah menarik aku juga menggunakan aplikasi linkaja untuk melakukan pembayaran online. #PengalamanBaru #lengkapnyauntuksemua;positif
suit_kece;@linkaja hobby istri gw tuh nge mall dan saat kondisi spt saat ini pandemi agak worry buat setiap transaksi cash.. untung ada @linkaja apalagi banyak promonya 👌 #pengalamanbaru #lengkapnyauntuksemua; hobby istri gw tuh nge mall, dan saat kondisi spt saat ini pandemi, agak worry buat setiap transaksi cash.. untung ada linkaja apalagi banyak promonya 👌 #pengalamanbaru #lengkapnyauntuksemua;positif
fadilatur11;@linkaja Semenjak pandemi aku jadi suka baca buku belajar fotografi belajar masak sama mama. Untuk aktivitas online aku juga sering pakai aplikasi @linkaja #pengalamanbaru #lengkapnyauntuksemua #linkaja; Semenjak pandemi aku jadi suka baca buku, belajar fotografi, belajar masak sama mama. Untuk aktivitas online aku juga sering pakai aplikasi linkaja #pengalamanbaru #lengkapnyauntuksemua #linkaja;positif
sucinurfauzi;@linkaja Selama di rumah berkat LinkAja semua transaksi jadi lebih mudah dan nyaman. Bahkan saya buka usaha jual pulsa dari LinkAja. Terima kasih selama pandemi ini saya jadi dapet keuntungan.; Selama di rumah, berkat LinkAja semua transaksi jadi lebih mudah dan nyaman. Bahkan saya buka usaha jual pulsa dari LinkAja. Terima kasih selama pandemi ini saya jadi dapet keuntungan.;positif
yapana5;@linkaja #Lengkapnyauntuksemua Terimakasih @linkaja atas peformanya di masa masa pandemi ini dgn adanya linkaja sangat membantu dlm bertransaksi; #Lengkapnyauntuksemua Terimakasih  atas peformanya di masa masa pandemi ini dgn adanya linkaja sangat membantu dlm bertransaksi;positif
ardyanmj1;@linkaja Inspiratif sekali bisa jadi solusi saat pandemi begini #lengkapnyauntuksemua;linkaja Inspiratif sekali, bisa jadi solusi saat pandemi begini #lengkapnyauntuksemua;positif
yangmakanindomi;@linkaja Apakah link aja bisa memperbaiki fitur untuk transaksinya bisa lebih banyak atau lebih lama dikarenakan jika harus mengunjungi grapari sangat merepotkan dan saat ini masa pandemi. Tolong di bantu min; Apakah link aja bisa memperbaiki fitur untuk transaksinya bisa lebih banyak atau lebih lama dikarenakan jika harus mengunjungi grapari sangat merepotkan dan saat ini masa pandemi. Tolong di bantu min;negatif
dorenareynold41;Lagi pandemi kurang-kurangin transaksi pake uang tunai. Mending bayarnya pake @linkaja . #LengkapnyaUntukSemua  https://t.co/olbg1p03tt  https://t.co/ZZIiZmHA5D;Lagi pandemi kurang-kurangin transaksi pake uang tunai. Mending bayarnya pake linkaja . #LengkapnyaUntukSemua  https://t.co/olbg1p03tt  https://t.co/ZZIiZmHA5D;positif
jual_headset;@linkaja emang selalu ngasih solusi banget nih buat bayar apa aja jadi bisa ngurangin transaksi tunai pas pandemi kaya gini #lengkapnyauntuksemua  https://t.co/Ar3yyWwndW;linkaja emang selalu ngasih solusi banget nih buat bayar apa aja, jadi bisa ngurangin transaksi tunai pas pandemi kaya gini #lengkapnyauntuksemua  https://t.co/Ar3yyWwndW;positif
ongmasian;Kondisi pandemi emang harus juga ngurangin pembayaran tunai demi kesehatan bersama makanya aku kalo bayar apa aja selalu pake @linkaja #LengkapnyaUntukSemua  https://t.co/ulvVJNfpKX  https://t.co/AVYNEgQd6T;Kondisi pandemi emang harus juga ngurangin pembayaran tunai demi kesehatan bersama,, makanya aku kalo bayar apa aja selalu pake linkaja  #LengkapnyaUntukSemua  https://t.co/ulvVJNfpKX  https://t.co/AVYNEgQd6T;positif
violavivi14;dimasa pandemi gini memang pelru hati hati sih melakukan pembyaran apalgi dari uang cash takutnya menyebarkan virus mending pake linkaja bayarnya @linkaja bisa juga untuk KRL loh #LengkapnyaUntukSemua  https://t.co/jqjXFo55FI  https://t.co/qHcBFJCezX;dimasa pandemi gini memang pelru hati hati sih, melakukan pembayaran apalgi dari uang cash takutnya menyebarkan virus, mending pake linkaja bayarnya  bisa juga untuk KRL loh #LengkapnyaUntukSemua  https://t.co/jqjXFo55FI  https://t.co/qHcBFJCezX;positif
beatsmirari384;Harus kurangin penggunaan uang tunai di masa pandemi gini. Makanya pilih @linkaja buat bayar ojol. #LengkapnyaUntukSemua  https://t.co/q4Y1iZ3o5d  https://t.co/AeFvCWWv7H;Harus kurangin penggunaan uang tunai di masa pandemi gini. Makanya pilih linkaja buat bayar ojol. #LengkapnyaUntukSemua  https://t.co/q4Y1iZ3o5d  https://t.co/AeFvCWWv7H;positif
koranbumn;Masa Pandemi Covid-19 Pengguna Terdaftar LinkAja Naik 23 Persen  https://t.co/kJktHTBz1E @linkaja @KemenBUMN @Telkomsel;Masa Pandemi Covid-19, Pengguna Terdaftar LinkAja Naik 23 Persen  https://t.co/kJktHTBz1E  @KemenBUMN @Telkomsel;positif
hanyadavidsaja;@linkaja Belanja dimana aja bisa dengan LinkAja benar-benar memudahkan terutama di masa pandemi seperti sekarang cashless lebih baik. #Lengkapnyauntuksemua; Belanja dimana aja bisa dengan LinkAja, benar-benar memudahkan terutama di masa pandemi seperti sekarang, cashless lebih baik. #Lengkapnyauntuksemua;positif
kelvinmp_wwe;@linkaja LinkAja sangat inspiratif sekali recommended app banget untuk dimasa pandemi seperi sekarang semuanya serba mudah. Belanja dimana aja bisa dengan LinkAja   #LengkapnyaUntukSemua; LinkAja sangat inspiratif sekali, recommended app banget untuk dimasa pandemi seperi sekarang, semuanya serba mudah. Belanja dimana aja bisa dengan LinkAja   #LengkapnyaUntukSemua;positif
odotfcp;@linkaja aplikasi yang sangat membantu dimasa pandemi seperti ini dompet digital yg sangat mudah dan gak ribet #lengkapnyauntuksemua; aplikasi yang sangat membantu dimasa pandemi seperti ini, dompet digital yg sangat mudah dan gak ribet #lengkapnyauntuksemua;positif
irhmy_08;@linkaja @linkaja knapa pulsa saya 100rb udah lebih dri 3x24 jam ditunggu juga ga masuk jgn merugikan pelanggan apalagi dimasa-masa pandemi kyk gini;  knapa pulsa saya 100rb udah lebih dri 3x24 jam ditunggu juga ga masuk, jgn merugikan pelanggan, apalagi dimasa-masa pandemi kyk gini;negatif
